year,passengerrank,airportcode,airportname,cityname,statename,avgfare,inflationadj,passengersample
2010,409,PIP,Pilot Point Airport,Pilot Point,AK,753.50,867.71,0
2010,409,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,435.06,501.01,0
2010,409,SHD,Shenandoah Valley Regional,Staunton,VA,448.17,516.10,0
2010,409,SHR,Sheridan County,Sheridan,WY,588.71,677.94,0
2010,409,STG,St. George Island Airport,St. George Island,AK,1011.50,1164.82,0
2010,409,TUP,Tupelo Regional,Tupelo,MS,483.45,556.73,0
2010,409,UTM,Tunica Municipal,Tunica,MS,217.48,250.44,0
2010,409,VAK,Chevak Airport,Chevak,AK,594.67,684.80,0
2010,409,VCT,Victoria Regional,Victoria,TX,555.62,639.83,0
2010,409,VIS,Visalia Municipal,Visalia,CA,446.57,514.26,0
2010,409,WRL,Worland Municipal,Worland,WY,609.49,701.87,0
2011,412,AHN,Athens/Ben Epps,Athens,GA,489.50,546.44,0
2011,412,ALM,Alamogordo White Sands Regional,Alamogordo,NM,401.25,447.93,0
2011,412,AOO,Altoona-Blair County,Altoona,PA,447.78,499.87,0
2011,412,BFD,Bradford Regional,Bradford,PA,523.46,584.35,0
2011,412,BKG,Branson Airport,Branson,MO,285.79,319.04,0
2011,412,BKW,Raleigh County Memorial,Beckley,WV,456.06,509.12,0
2011,412,BRL,Southeast Iowa Regional,Burlington,IA,443.50,495.09,0
2011,412,CIC,Chico Municipal,Chico,CA,320.00,357.23,0
2011,412,CLD,McClellan-Palomar,Carlsbad,CA,304.93,340.41,0
2011,412,CYF,Chefornak Airport,Chefornak,AK,651.50,727.29,0
2011,412,DEC,Decatur Airport,Decatur,IL,242.50,270.71,0
2011,412,DRT,Del Rio International,Del Rio,TX,591.00,659.75,0
2011,412,ELY,Ely Airport/Yelland Field,Ely,NV,771.33,861.06,0
2011,412,FKL,Venango Regional,Franklin/Oil City,PA,521.36,582.01,0
2011,412,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,145.98,162.96,0
2011,412,FOD,Fort Dodge Regional,Fort Dodge,IA,438.75,489.79,0
2011,412,GBD,Great Bend Municipal,Great Bend,KS,528.93,590.46,0
2011,412,HON,Huron Regional,Huron,SD,635.57,709.50,0
2011,412,HRO,Boone County,Harrison,AR,488.00,544.77,0
2011,412,IGM,Kingman Airport,Kingman,AZ,566.78,632.71,0
2011,412,IWD,Gogebic-Iron County,Ironwood,MI,351.49,392.37,0
2011,412,JHW,Chautauqua County/Jamestown,Jamestown,NY,465.95,520.15,0
2011,412,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,496.28,554.02,0
2011,412,KSM,St. Mary's Airport,St. Mary's,AK,861.67,961.91,0
2011,412,LNS,Lancaster Airport,Lancaster,PA,409.98,457.68,0
2011,412,LWB,Greenbrier Valley,Lewisburg,WV,350.23,390.98,0
2011,412,LWT,Lewistown Municipal,Lewistown,MT,585.00,653.05,0
2011,412,MBL,Manistee County-Blacker,Manistee/Ludington,MI,347.44,387.85,0
2011,412,MCN,Middle Georgia Regional,Macon,GA,501.79,560.16,0
2011,412,MCW,Mason City Municipal,Mason City,IA,473.19,528.24,0
2011,412,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,506.80,565.76,0
2011,412,MKL,McKellar-Sipes Regional,Jackson,TN,669.20,747.05,0
2011,412,MLS,Frank Wiley Field,Miles City,MT,566.17,632.03,0
2011,412,MOD,Modesto City-County-Harry Sham Field,Modesto,CA,334.69,373.62,0
2011,412,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,520.86,581.46,0
2011,412,SHD,Shenandoah Valley Regional,Staunton,VA,497.46,555.33,0
2011,412,SHR,Sheridan County,Sheridan,WY,585.77,653.91,0
2011,412,TUP,Tupelo Regional,Tupelo,MS,563.99,629.60,0
2011,412,UTM,Tunica Municipal,Tunica,MS,235.28,262.65,0
2011,412,VCT,Victoria Regional,Victoria,TX,627.79,700.82,0
2011,412,VIS,Visalia Municipal,Visalia,CA,493.07,550.43,0
2011,412,WRL,Worland Municipal,Worland,WY,550.18,614.19,0
2012,416,AHN,Athens/Ben Epps,Athens,GA,895.00,978.86,0
2012,416,AOO,Altoona-Blair County,Altoona,PA,541.07,591.77,0
2012,416,BFD,Bradford Regional,Bradford,PA,584.08,638.81,0
2012,416,BKG,Branson Airport,Branson,MO,263.20,287.87,0
2012,416,BKW,Raleigh County Memorial,Beckley,WV,495.54,541.97,0
2012,416,BRL,Southeast Iowa Regional,Burlington,IA,271.00,296.39,0
2012,416,CIC,Chico Municipal,Chico,CA,356.43,389.83,0
2012,416,CLD,McClellan-Palomar,Carlsbad,CA,323.97,354.32,0
2012,416,CYF,Chefornak Airport,Chefornak,AK,516.50,564.90,0
2012,416,DEC,Decatur Airport,Decatur,IL,373.50,408.50,0
2012,416,DRT,Del Rio International,Del Rio,TX,521.99,570.90,0
2012,416,ELY,Ely Airport/Yelland Field,Ely,NV,690.50,755.20,0
2012,416,FKL,Venango Regional,Franklin/Oil City,PA,501.79,548.81,0
2012,416,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,138.31,151.27,0
2012,416,FOD,Fort Dodge Regional,Fort Dodge,IA,492.10,538.21,0
2012,416,GBD,Great Bend Municipal,Great Bend,KS,568.00,621.22,0
2012,416,GYY,Gary/Chicago International,Gary,IN,130.75,143.00,0
2012,416,HON,Huron Regional,Huron,SD,639.46,699.38,0
2012,416,IGM,Kingman Airport,Kingman,AZ,415.43,454.36,0
2012,416,IWD,Gogebic-Iron County,Ironwood,MI,633.32,692.67,0
2012,416,JBR,Jonesboro Municipal,Jonesboro,AR,579.00,633.25,0
2012,416,JHW,Chautauqua County/Jamestown,Jamestown,NY,541.36,592.09,0
2012,416,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,501.01,547.96,0
2012,416,KLG,Kalskag Airport,Kalskag,AK,1026.00,1122.14,0
2012,416,KSM,St. Mary's Airport,St. Mary's,AK,618.00,675.91,0
2012,416,LNS,Lancaster Airport,Lancaster,PA,387.48,423.78,0
2012,416,LWB,Greenbrier Valley,Lewisburg,WV,438.69,479.80,0
2012,416,LWT,Lewistown Municipal,Lewistown,MT,575.25,629.15,0
2012,416,MBL,Manistee County-Blacker,Manistee/Ludington,MI,682.33,746.27,0
2012,416,MCN,Middle Georgia Regional,Macon,GA,509.11,556.81,0
2012,416,MCW,Mason City Municipal,Mason City,IA,581.57,636.06,0
2012,416,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,578.44,632.64,0
2012,416,MLS,Frank Wiley Field,Miles City,MT,477.00,521.69,0
2012,416,MOD,Modesto City-County-Harry Sham Field,Modesto,CA,394.21,431.15,0
2012,416,PIP,Pilot Point Airport,Pilot Point,AK,1554.00,1699.61,0
2012,416,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,570.39,623.83,0
2012,416,SHD,Shenandoah Valley Regional,Staunton,VA,436.14,477.01,0
2012,416,SHR,Sheridan County,Sheridan,WY,626.55,685.26,0
2012,416,SMK,St. Michael Airport,St. Michael,AK,494.00,540.29,0
2012,416,SNL,Shawnee Regional,Shawnee,OK,412.17,450.79,0
2012,416,TUP,Tupelo Regional,Tupelo,MS,620.30,678.42,0
2012,416,VAK,Chevak Airport,Chevak,AK,786.00,859.65,0
2012,416,VCT,Victoria Regional,Victoria,TX,577.90,632.05,0
2012,416,VIS,Visalia Municipal,Visalia,CA,481.90,527.06,0
2012,416,WRL,Worland Municipal,Worland,WY,636.81,696.47,0
2013,414,AOO,Altoona-Blair County,Altoona,PA,568.59,612.89,0
2013,414,BFD,Bradford Regional,Bradford,PA,514.61,554.70,0
2013,414,BKG,Branson Airport,Branson,MO,285.01,307.22,0
2013,414,BKW,Raleigh County Memorial,Beckley,WV,484.89,522.66,0
2013,414,BRL,Southeast Iowa Regional,Burlington,IA,419.43,452.11,0
2013,414,CIC,Chico Municipal,Chico,CA,515.52,555.68,0
2013,414,CLD,McClellan-Palomar,Carlsbad,CA,420.54,453.30,0
2013,414,DEC,Decatur Airport,Decatur,IL,411.89,443.98,0
2013,414,DRT,Del Rio International,Del Rio,TX,563.94,607.88,0
2013,414,FKL,Venango Regional,Franklin/Oil City,PA,483.34,521.00,0
2013,414,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,157.78,170.07,0
2013,414,FOD,Fort Dodge Regional,Fort Dodge,IA,679.23,732.15,0
2013,414,FOE,Topeka Regional,Topeka,KS,207.60,223.77,0
2013,414,GBD,Great Bend Municipal,Great Bend,KS,634.22,683.63,0
2013,414,GYY,Gary/Chicago International,Gary,IN,109.63,118.17,0
2013,414,HFD,Hartford Brainard,Hartford,CT,309.00,333.07,0
2013,414,HON,Huron Regional,Huron,SD,662.00,713.58,0
2013,414,IGM,Kingman Airport,Kingman,AZ,475.06,512.07,0
2013,414,ILG,New Castle,Wilmington,DE,196.02,211.30,0
2013,414,IWD,Gogebic-Iron County,Ironwood,MI,512.15,552.05,0
2013,414,JBR,Jonesboro Municipal,Jonesboro,AR,303.24,326.86,0
2013,414,JHW,Chautauqua County/Jamestown,Jamestown,NY,498.12,536.93,0
2013,414,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,548.25,590.96,0
2013,414,LAM,Los Alamos Airport,Los Alamos,NM,325.40,350.75,0
2013,414,LNS,Lancaster Airport,Lancaster,PA,379.13,408.67,0
2013,414,LWB,Greenbrier Valley,Lewisburg,WV,441.32,475.70,0
2013,414,MCN,Middle Georgia Regional,Macon,GA,456.81,492.40,0
2013,414,MCW,Mason City Municipal,Mason City,IA,630.03,679.12,0
2013,414,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,624.10,672.72,0
2013,414,MLS,Frank Wiley Field,Miles City,MT,423.25,456.23,0
2013,414,MOD,Modesto City-County-Harry Sham Field,Modesto,CA,548.86,591.62,0
2013,414,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,537.87,579.77,0
2013,414,SHD,Shenandoah Valley Regional,Staunton,VA,372.02,401.00,0
2013,414,SHR,Sheridan County,Sheridan,WY,616.36,664.38,0
2013,414,SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,274.00,295.35,0
2013,414,TUP,Tupelo Regional,Tupelo,MS,535.83,577.57,0
2013,414,VCT,Victoria Regional,Victoria,TX,436.71,470.73,0
2013,414,VIS,Visalia Municipal,Visalia,CA,403.02,434.42,0
2013,414,WRL,Worland Municipal,Worland,WY,619.58,667.85,0
2014,419,AIN,Wainwright Airport,Wainwright,AK,541.57,574.45,0
2014,419,AOO,Altoona-Blair County,Altoona,PA,549.09,582.42,0
2014,419,BFD,Bradford Regional,Bradford,PA,487.85,517.46,0
2014,419,BKG,Branson Airport,Branson,MO,264.40,280.45,0
2014,419,BKW,Raleigh County Memorial,Beckley,WV,454.00,481.56,0
2014,419,CIC,Chico Municipal,Chico,CA,374.94,397.70,0
2014,419,CLD,McClellan-Palomar,Carlsbad,CA,393.24,417.11,0
2014,419,FKL,Venango Regional,Franklin/Oil City,PA,467.04,495.39,0
2014,419,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,326.17,345.97,0
2014,419,FOD,Fort Dodge Regional,Fort Dodge,IA,796.88,845.25,0
2014,419,FOE,Topeka Regional,Topeka,KS,362.03,384.01,0
2014,419,GBD,Great Bend Municipal,Great Bend,KS,339.50,360.11,0
2014,419,HNS,Haines Airport,Haines,AK,276.67,293.46,0
2014,419,HON,Huron Regional,Huron,SD,736.63,781.34,0
2014,419,IGM,Kingman Airport,Kingman,AZ,571.00,605.66,0
2014,419,ILG,New Castle,Wilmington,DE,191.06,202.66,0
2014,419,IWD,Gogebic-Iron County,Ironwood,MI,527.67,559.70,0
2014,419,JHW,Chautauqua County/Jamestown,Jamestown,NY,415.58,440.80,0
2014,419,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,563.70,597.92,0
2014,419,LAM,Los Alamos Airport,Los Alamos,NM,524.00,555.81,0
2014,419,LNS,Lancaster Airport,Lancaster,PA,400.15,424.44,0
2014,419,LWB,Greenbrier Valley,Lewisburg,WV,441.92,468.75,0
2014,419,MCN,Middle Georgia Regional,Macon,GA,507.79,538.62,0
2014,419,MCW,Mason City Municipal,Mason City,IA,690.58,732.50,0
2014,419,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,565.97,600.33,0
2014,419,MOD,Modesto City-County-Harry Sham Field,Modesto,CA,386.40,409.85,0
2014,419,NUI,Nuiqsut Airport,Nuiqsut,AK,640.00,678.85,0
2014,419,PHO,Point Hope Airport,Point Hope,AK,653.00,692.64,0
2014,419,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,528.94,561.05,0
2014,419,SCM,Scammon Bay Airport,Scammon Bay,AK,997.00,1057.52,0
2014,419,SGY,Skagway Airport,Skagway,AK,842.00,893.11,0
2014,419,SHD,Shenandoah Valley Regional,Staunton,VA,522.57,554.29,0
2014,419,SHR,Sheridan County,Sheridan,WY,607.22,644.08,0
2014,419,SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,435.67,462.11,0
2014,419,SXP,Nunam Iqua,Sheldon Point,AK,1482.00,1571.96,0
2014,419,TUP,Tupelo Regional,Tupelo,MS,536.79,569.37,0
2014,419,VCT,Victoria Regional,Victoria,TX,610.42,647.47,0
2014,419,VIS,Visalia Municipal,Visalia,CA,479.56,508.67,0
2014,419,WRL,Worland Municipal,Worland,WY,595.63,631.79,0
2015,411,AOO,Altoona-Blair County,Altoona,PA,367.65,389.51,0
2015,411,BID,Block Island State,Block Island,RI,379.50,402.06,0
2015,411,CLD,McClellan-Palomar,Carlsbad,CA,433.48,459.24,0
2015,411,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,150.59,159.54,0
2015,411,FOE,Topeka Regional,Topeka,KS,459.00,486.29,0
2015,411,HON,Huron Regional,Huron,SD,601.96,637.74,0
2015,411,IGM,Kingman Airport,Kingman,AZ,431.25,456.89,0
2015,411,ILG,New Castle,Wilmington,DE,152.06,161.09,0
2015,411,JHW,Chautauqua County/Jamestown,Jamestown,NY,339.35,359.52,0
2015,411,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,510.74,541.10,0
2015,411,KSM,St. Mary's Airport,St. Mary's,AK,611.00,647.32,0
2015,411,LNS,Lancaster Airport,Lancaster,PA,252.00,266.98,0
2015,411,LWB,Greenbrier Valley,Lewisburg,WV,465.34,493.01,0
2015,411,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,537.74,569.71,0
2015,411,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,534.67,566.45,0
2015,411,SGY,Skagway Airport,Skagway,AK,367.85,389.71,0
2015,411,SHD,Shenandoah Valley Regional,Staunton,VA,559.48,592.74,0
2015,411,SHR,Sheridan County,Sheridan,WY,833.40,882.94,0
2015,411,TUP,Tupelo Regional,Tupelo,MS,678.00,718.30,0
2015,411,VIS,Visalia Municipal,Visalia,CA,481.83,510.48,0
2015,411,WRL,Worland Municipal,Worland,WY,634.67,672.40,0
2016,410,WRL,Worland Municipal,Worland,WY,565.65,591.81,0
2016,410,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,499.19,522.27,0
2016,410,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,487.07,509.60,0
2016,410,LWB,Greenbrier Valley,Lewisburg,WV,400.29,418.80,0
2016,410,PHO,Point Hope Airport,Point Hope,AK,1100.00,1150.87,0
2016,410,HON,Huron Regional,Huron,SD,559.40,585.27,0
2016,410,SHD,Shenandoah Valley Regional,Staunton,VA,515.36,539.19,0
2016,410,FNL,Northern Colorado Regional,Fort Collins/Loveland,CO,143.21,149.83,0
2016,410,AIN,Wainwright Airport,Wainwright,AK,1152.00,1205.28,0
2016,410,BKG,Branson Airport,Branson,MO,479.60,501.78,0
2016,410,FOE,Topeka Regional,Topeka,KS,163.00,170.54,0
2016,410,MGW,Morgantown Municipal-Walter L. Bill Hart Field,Morgantown,WV,457.80,478.97,0
2008,408,ANI,Aniak Airport,Aniak,AK,673.00,784.92,1
2008,408,UNK,Unalakleet Airport,Unalakleet,AK,676.40,788.88,1
2009,408,ANI,Aniak Airport,Aniak,AK,640.67,749.87,1
2009,408,UNK,Unalakleet Airport,Unalakleet,AK,1509.00,1766.22,1
2010,407,ANI,Aniak Airport,Aniak,AK,622.00,716.28,1
2010,407,UNK,Unalakleet Airport,Unalakleet,AK,1009.00,1161.94,1
2011,409,GAL,Edward G. Pitka Sr.,Galena,AK,846.00,944.42,1
2011,409,ANI,Aniak Airport,Aniak,AK,836.00,933.25,1
2011,409,UNK,Unalakleet Airport,Unalakleet,AK,1017.38,1135.73,1
2012,413,GAL,Edward G. Pitka Sr.,Galena,AK,1419.00,1551.96,1
2012,413,ANI,Aniak Airport,Aniak,AK,952.00,1041.20,1
2012,413,KKI,Akiachak Airport,Akiachak,AK,658.50,720.20,1
2014,416,GAL,Edward G. Pitka Sr.,Galena,AK,898.00,952.51,1
2014,416,ANI,Aniak Airport,Aniak,AK,1015.00,1076.61,1
2014,416,UNK,Unalakleet Airport,Unalakleet,AK,774.00,820.98,1
2015,409,ANI,Aniak Airport,Aniak,AK,733.00,776.57,1
2015,409,UNK,Unalakleet Airport,Unalakleet,AK,632.00,669.57,1
2016,409,KKI,Akiachak Airport,Akiachak,AK,385.00,402.81,1
2017,425,PQS,Pilot Station Airport,Pilot Station,AK,474.00,485.58,1
2017,425,GAL,Edward G. Pitka Sr.,Galena,AK,660.00,676.12,1
2017,425,OOK,Toksook Bay,Toksook,AK,699.00,716.07,1
2017,425,ANI,Aniak Airport,Aniak,AK,601.00,615.68,1
2017,425,MUE,Waimea-Kohala,Kamuela,HI,590.00,604.41,1
2017,425,UNK,Unalakleet Airport,Unalakleet,AK,539.00,552.17,1
2017,425,KKI,Akiachak Airport,Akiachak,AK,404.00,413.87,1
2018,425,PQS,Pilot Station Airport,Pilot Station,AK,474.00,485.58,1
2018,425,GAL,Edward G. Pitka Sr.,Galena,AK,660.00,676.12,1
2018,425,OOK,Toksook Bay,Toksook,AK,699.00,716.07,1
2018,425,ANI,Aniak Airport,Aniak,AK,601.00,615.68,1
2018,425,MUE,Waimea-Kohala,Kamuela,HI,590.00,604.41,1
2018,425,UNK,Unalakleet Airport,Unalakleet,AK,539.00,552.17,1
2018,425,KKI,Akiachak Airport,Akiachak,AK,404.00,413.87,1
2008,406,SVC,Grant County,Silver City/Hurley,NM,215.00,250.75,2
2008,406,DUJ,DuBois Regional,DuBois,PA,500.49,583.72,2
2009,406,SVC,Grant County,Silver City/Hurley,NM,412.75,483.11,2
2009,406,DUJ,DuBois Regional,DuBois,PA,426.76,499.50,2
2010,405,SVC,Grant County,Silver City/Hurley,NM,557.00,641.43,2
2010,405,DUJ,DuBois Regional,DuBois,PA,474.09,545.94,2
2011,407,DUJ,DuBois Regional,DuBois,PA,516.80,576.92,2
2011,407,SVC,Grant County,Silver City/Hurley,NM,666.00,743.48,2
2012,411,SVC,Grant County,Silver City/Hurley,NM,579.44,633.74,2
2012,411,DUJ,DuBois Regional,DuBois,PA,573.75,627.51,2
2013,412,DUJ,DuBois Regional,DuBois,PA,571.07,615.56,2
2013,412,SVC,Grant County,Silver City/Hurley,NM,518.62,559.02,2
2014,414,DUJ,DuBois Regional,DuBois,PA,576.72,611.73,2
2014,414,SVC,Grant County,Silver City/Hurley,NM,425.11,450.92,2
2015,408,DUJ,DuBois Regional,DuBois,PA,554.85,587.84,2
2016,408,DUJ,DuBois Regional,DuBois,PA,548.72,574.09,2
2017,420,SVA,Savoonga Airport,Savoonga,AK,1019.00,1043.89,2
2017,420,SVC,Grant County,Silver City/Hurley,NM,343.00,351.38,2
2017,420,WMO,White Mountain Airport,White Mountain,AK,779.00,798.03,2
2017,420,DUJ,DuBois Regional,DuBois,PA,288.00,295.03,2
2017,420,SHH,Shishmaref Airport,Shishmaref,AK,515.00,527.58,2
2018,420,SVA,Savoonga Airport,Savoonga,AK,1019.00,1043.89,2
2018,420,SVC,Grant County,Silver City/Hurley,NM,343.00,351.38,2
2018,420,WMO,White Mountain Airport,White Mountain,AK,779.00,798.03,2
2018,420,DUJ,DuBois Regional,DuBois,PA,288.00,295.03,2
2018,420,SHH,Shishmaref Airport,Shishmaref,AK,515.00,527.58,2
2014,413,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,1272.00,1349.21,3
2015,407,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,1369.00,1450.38,3
2016,407,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,419.43,438.83,3
2017,419,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,325.00,332.94,3
2018,419,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,325.00,332.94,3
2008,405,SOW,Show Low Regional,Show Low,AZ,462.05,538.89,5
2009,405,SOW,Show Low Regional,Show Low,AZ,466.83,546.40,5
2010,404,SOW,Show Low Regional,Show Low,AZ,534.84,615.91,5
2011,406,SOW,Show Low Regional,Show Low,AZ,525.22,586.32,5
2012,410,SOW,Show Low Regional,Show Low,AZ,593.87,649.52,5
2013,411,SOW,Show Low Regional,Show Low,AZ,573.28,617.94,5
2014,412,SOW,Show Low Regional,Show Low,AZ,533.22,565.59,5
2015,406,SOW,Show Low Regional,Show Low,AZ,603.22,639.08,5
2016,406,SOW,Show Low Regional,Show Low,AZ,227.00,237.50,5
2017,418,SOW,Show Low Regional,Show Low,AZ,608.20,623.06,5
2018,418,SOW,Show Low Regional,Show Low,AZ,608.20,623.06,5
2008,404,GLH,Greenville Mid Delta,Greenville,MS,575.28,670.95,6
2009,404,GLH,Greenville Mid Delta,Greenville,MS,507.02,593.44,6
2010,403,GLH,Greenville Mid Delta,Greenville,MS,505.82,582.49,6
2011,405,GLH,Greenville Mid Delta,Greenville,MS,494.46,551.98,6
2012,409,GLH,Greenville Mid Delta,Greenville,MS,540.75,591.42,6
2013,410,GLH,Greenville Mid Delta,Greenville,MS,581.87,627.21,6
2014,411,GLH,Greenville Mid Delta,Greenville,MS,629.94,668.17,6
2017,417,GLH,Greenville Mid Delta,Greenville,MS,330.50,338.57,6
2018,417,GLH,Greenville Mid Delta,Greenville,MS,330.50,338.57,6
2009,403,GDV,Dawson Community,Glendive,MT,349.25,408.78,7
2010,402,GDV,Dawson Community,Glendive,MT,543.44,625.82,7
2011,404,GDV,Dawson Community,Glendive,MT,648.53,723.97,7
2012,408,GDV,Dawson Community,Glendive,MT,552.50,604.27,7
2013,409,GDV,Dawson Community,Glendive,MT,588.11,633.93,7
2014,410,GDV,Dawson Community,Glendive,MT,584.36,619.84,7
2015,405,GDV,Dawson Community,Glendive,MT,741.87,785.97,7
2016,405,GDV,Dawson Community,Glendive,MT,473.25,495.14,7
2017,416,GDV,Dawson Community,Glendive,MT,735.57,753.54,7
2018,416,GDV,Dawson Community,Glendive,MT,735.57,753.54,7
2008,402,CVN,Clovis Municipal,Clovis,NM,492.63,574.55,8
2008,402,TVF,Thief River Falls Regional,Thief River Falls,MN,530.82,619.09,8
2009,401,CVN,Clovis Municipal,Clovis,NM,557.00,651.95,8
2009,401,TVF,Thief River Falls Regional,Thief River Falls,MN,451.66,528.65,8
2010,400,CVN,Clovis Municipal,Clovis,NM,613.17,706.11,8
2010,400,TVF,Thief River Falls Regional,Thief River Falls,MN,516.00,594.21,8
2011,402,CVN,Clovis Municipal,Clovis,NM,771.05,860.75,8
2011,402,TVF,Thief River Falls Regional,Thief River Falls,MN,562.37,627.79,8
2012,406,CVN,Clovis Municipal,Clovis,NM,660.73,722.64,8
2012,406,TVF,Thief River Falls Regional,Thief River Falls,MN,593.26,648.85,8
2013,407,CVN,Clovis Municipal,Clovis,NM,679.79,732.75,8
2013,407,TVF,Thief River Falls Regional,Thief River Falls,MN,665.72,717.59,8
2014,409,TVF,Thief River Falls Regional,Thief River Falls,MN,407.80,432.55,8
2015,404,TVF,Thief River Falls Regional,Thief River Falls,MN,627.52,664.83,8
2016,404,TVF,Thief River Falls Regional,Thief River Falls,MN,632.00,661.23,8
2017,414,CVN,Clovis Municipal,Clovis,NM,453.75,464.83,8
2017,414,TVF,Thief River Falls Regional,Thief River Falls,MN,396.50,406.18,8
2018,414,CVN,Clovis Municipal,Clovis,NM,453.75,464.83,8
2018,414,TVF,Thief River Falls Regional,Thief River Falls,MN,396.50,406.18,8
2008,401,IYK,Inyokern Airport,Inyokern,CA,938.59,1094.67,9
2009,400,IYK,Inyokern Airport,Inyokern,CA,1034.63,1210.99,9
2010,399,IYK,Inyokern Airport,Inyokern,CA,974.40,1122.09,9
2011,401,IYK,Inyokern Airport,Inyokern,CA,1049.20,1171.25,9
2012,405,IYK,Inyokern Airport,Inyokern,CA,1211.05,1324.53,9
2013,406,IYK,Inyokern Airport,Inyokern,CA,1040.37,1121.42,9
2017,413,IYK,Inyokern Airport,Inyokern,CA,686.67,703.44,9
2018,413,IYK,Inyokern Airport,Inyokern,CA,686.67,703.44,9
2008,400,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,388.68,453.32,10
2011,400,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,367.00,409.69,10
2014,408,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,326.77,346.61,10
2015,403,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,297.33,315.01,10
2016,403,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,371.00,388.16,10
2017,412,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,254.30,260.51,10
2018,412,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,254.30,260.51,10
2008,396,MCG,McGrath Airport,McGrath,AK,773.96,902.66,11
2008,396,CNM,Cavern City Air Terminal,Carlsbad,NM,337.17,393.24,11
2008,396,MCE,Merced Regional/Macready Field,Merced,CA,486.22,567.08,11
2008,396,OLF,L. M. Clayton,Wolf Point,MT,890.00,1038.01,11
2009,396,MCG,McGrath Airport,McGrath,AK,698.40,817.45,11
2009,396,CNM,Cavern City Air Terminal,Carlsbad,NM,421.64,493.51,11
2009,396,MCE,Merced Regional/Macready Field,Merced,CA,805.25,942.51,11
2009,396,OLF,L. M. Clayton,Wolf Point,MT,595.50,697.01,11
2010,395,MCG,McGrath Airport,McGrath,AK,755.13,869.58,11
2010,395,CNM,Cavern City Air Terminal,Carlsbad,NM,486.63,560.39,11
2010,395,MCE,Merced Regional/Macready Field,Merced,CA,458.67,528.19,11
2010,395,OLF,L. M. Clayton,Wolf Point,MT,615.14,708.38,11
2011,396,MCG,McGrath Airport,McGrath,AK,804.50,898.09,11
2011,396,CNM,Cavern City Air Terminal,Carlsbad,NM,506.85,565.81,11
2011,396,MCE,Merced Regional/Macready Field,Merced,CA,525.57,586.71,11
2011,396,OLF,L. M. Clayton,Wolf Point,MT,568.86,635.03,11
2012,401,MCG,McGrath Airport,McGrath,AK,1822.00,1992.72,11
2012,401,CNM,Cavern City Air Terminal,Carlsbad,NM,468.44,512.33,11
2012,401,MCE,Merced Regional/Macready Field,Merced,CA,418.61,457.84,11
2012,401,OLF,L. M. Clayton,Wolf Point,MT,717.30,784.51,11
2013,403,OLF,L. M. Clayton,Wolf Point,MT,528.70,569.89,11
2013,403,CNM,Cavern City Air Terminal,Carlsbad,NM,469.68,506.27,11
2013,403,MCE,Merced Regional/Macready Field,Merced,CA,316.67,341.34,11
2014,404,MCG,McGrath Airport,McGrath,AK,802.00,850.68,11
2014,404,CNM,Cavern City Air Terminal,Carlsbad,NM,586.00,621.57,11
2014,404,MCE,Merced Regional/Macready Field,Merced,CA,413.83,438.95,11
2014,404,OLF,L. M. Clayton,Wolf Point,MT,667.87,708.41,11
2015,400,OLF,L. M. Clayton,Wolf Point,MT,635.25,673.01,11
